config_id,run_mode,run_setting,seed_dir,method,mode,setting,seed,replicate_id,n,p,n_active,sigma2,support_threshold,n_draws,selected_size,active_idx0,selected_idx0,selected_ckpt_id,selected_epoch,selected_stage,selected_tau,precision,recall,f1,fdr,tp,fp,fn,tn,support_size,auroc,auprc,K_q,K_g,tau_start,tau_end,base_lr,stage_lr_decay,min_lr_scale,warmup_epochs,n_anneal_stages,min_stage_epochs,max_stage_epochs,q_entropy_weight,moment_recovery_score,recovery_score,active_mean_zerr_median,active_mean_zerr_mean,active_sd_logerr_median,active_sd_logerr_mean,active_sd_ratio_median,active_sd_ratio_mean,sd_ratio_median,sd_ratio_mean,active_marg_skl_median,active_marg_skl_mean,active_joint_skl_median,active_joint_skl_mean,softgate_absdiff_median,softgate_absdiff_mean,zero_soft_leakage_median,zero_soft_leakage_mean
E04,recovery,simple,seed_498,last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,4,3;10;21;22;36;38;68;69;73;93,21;22;36;69,25,600,1,0.7444838872816797,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.8544444444444445,0.7146969696969697,-1,-1,0.8,0.6,1e-05,0.95,0.9,300,4,300,300,0.1,1.2340340446932072,1.2340340446932072,1.1713585481428548,1.1691122482575909,0.0626754965503523,0.0689385003492634,1.052913649617818,1.0400733753099918,1.052913649617818,1.0400733753099918,0.658872171519892,1.1084244204663132,1.7906072330013525,2.704787869790574,0.0608474966138601,0.0854053504691086,0.0168065689504146,0.0464203208684921
E05,recovery,simple,seed_400,last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,6,12;18;25;31;38;49;52;81;89;97,18;31;38;49;81;97,31,750,1,1.2,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8683333333333334,0.7201777170198222,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,1.431429376901357,1.431429376901357,1.3034145409299092,1.2504389672899916,0.1280148359714479,0.2168855818435014,1.1248579485334893,1.0594020468931329,1.1248579485334893,1.0594020468931329,1.3179815161785515,1.5229732657042698,5.894870609082134,5.666827514303359,0.1654729545116424,0.1740897530691326,0.0617331117391586,0.0852729827165603
E05,recovery,simple,seed_434,last_flow,recovery,simple,434,434,160,100,10,1.0,0.5,4000,6,8;12;17;39;47;59;66;74;90;98,8;47;59;66;90;98,26,625,1,1.2,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8344444444444445,0.7449999999999999,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,1.0530708004788665,1.0530708004788665,0.9073647940033028,1.227048277688527,0.1457060064755634,0.1861085052490209,1.1597287591644907,1.1885321467307888,1.1597287591644907,1.1885321467307888,0.4972508237808034,1.0016003307918186,1.2838371284518288,2.006934718874505,0.1550706028938293,0.1689160752402246,0.0522935539484024,0.0753213614225387
E05,recovery,simple,seed_437,last_flow,recovery,simple,437,437,160,100,10,1.0,0.5,4000,55,7;15;22;28;47;56;59;68;91;94,6;7;8;9;11;13;15;19;21;22;26;28;29;30;35;36;37;40;42;45;47;48;50;51;53;54;56;57;59;61;62;63;65;67;68;69;71;73;76;77;79;80;83;85;88;89;90;91;92;93;94;95;96;97;99,11,275,0,1.2,0.1818181818181818,1.0,0.3076923076923077,0.8181818181818182,10,45,0,45,55,0.9277777777777778,0.5499113789436371,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,0.8761700614027176,0.8761700614027176,0.7020012069877823,1.533245102501925,0.1741688544149352,0.2406870088223126,1.0654240243762274,1.1018636757146756,1.0654240243762274,1.1018636757146756,0.7960074416916569,2.992435512382201,14.99929912880568,15.471228138303175,0.4374687119722366,0.4654435982799531,0.0959641635417938,0.1381279379129409
E05,recovery,simple,seed_451,last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,2,1;19;21;23;46;49;73;75;77;80,1;19,26,625,1,1.2,1.0,0.2,0.3333333333333333,0.0,2,0,8,90,2,0.6883333333333332,0.4633740091781393,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,0.9149154730751994,0.9149154730751994,0.7702927225763415,1.1866740890155725,0.1446227504988579,0.2921322067234836,0.9709211296337074,0.97891919285407,0.9709211296337074,0.97891919285407,1.1808905085154993,2.6429546721263906,1.7355059824181267,3.148663797940229,0.1776129752397537,0.1827000768519192,0.0403427965939044,0.076015681028366
E05,recovery,simple,seed_498,last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,2,3;10;21;22;36;38;68;69;73;93,22;69,32,775,1,1.2,1.0,0.2,0.3333333333333333,0.0,2,0,8,90,2,0.6099999999999999,0.4599999999999999,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.0,1.2196019482482725,1.2196019482482725,0.990724177362578,1.0491249345010014,0.2288777708856944,0.3355887062859873,0.7994412621119931,0.76955011473027,0.7994412621119931,0.76955011473027,1.116161798236613,1.6650185793594765,2.1163016299296085,2.5773524642988783,0.1068844385445118,0.1371536601228848,0.0537143722176551,0.0867763683199882
E06,recovery,simple,seed_400,last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,6,12;18;25;31;38;49;52;81;89;97,18;31;38;49;81;97,31,750,1,1.2,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8200000000000001,0.6749549549549549,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,1.5052850814714578,1.5052850814714578,1.3540370382519824,1.256112107425127,0.1512480432194755,0.2316803392139593,1.1597991405007684,1.0831364801776482,1.1597991405007684,1.0831364801776482,1.3074492543277865,1.5144000442581542,5.930995068699947,5.676545295103346,0.1620553210377693,0.1715951685748622,0.0591561645269393,0.0835310220718383
E06,recovery,simple,seed_434,last_flow,recovery,simple,434,434,160,100,10,1.0,0.5,4000,6,8;12;17;39;47;59;66;74;90;98,8;47;59;66;90;98,26,625,1,1.2,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8338888888888889,0.7428571428571428,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,1.065760625360494,1.065760625360494,0.8862455197306811,1.2110507597455122,0.1795151056298131,0.1908247789751523,1.2013612522923798,1.2198864119619492,1.2013612522923798,1.2198864119619492,0.4932111701055064,0.9567024230706216,1.2248441691722831,1.874844447677215,0.1509919092059135,0.1657517439977824,0.0498959422111511,0.072791613638401
E06,recovery,simple,seed_437,last_flow,recovery,simple,437,437,160,100,10,1.0,0.5,4000,55,7;15;22;28;47;56;59;68;91;94,6;7;8;9;11;13;15;19;21;22;26;28;29;30;35;36;37;40;42;45;47;48;50;51;53;54;56;57;59;61;62;63;65;67;68;69;71;73;76;77;79;80;83;85;88;89;90;91;92;93;94;95;96;97;99,11,275,0,1.2,0.1818181818181818,1.0,0.3076923076923077,0.8181818181818182,10,45,0,45,55,0.93,0.5517194570135747,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,0.8532802931338972,0.8532802931338972,0.6772249576970926,1.532373818876882,0.1760553354368046,0.2401751653948945,1.0823232600189143,1.116701240867194,1.0823232600189143,1.116701240867194,0.7444623693017842,2.962597898376376,15.012516887098451,15.43135743414476,0.4330505332946777,0.4637346374487878,0.0974671840667724,0.1400995105504989
E06,recovery,simple,seed_451,last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,2,1;19;21;23;46;49;73;75;77;80,1;19,26,625,1,1.2,1.0,0.2,0.3333333333333333,0.0,2,0,8,90,2,0.683888888888889,0.4617261904761904,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,0.9297628593889667,0.9297628593889667,0.7581905842967103,1.1717031749490572,0.1715722750922564,0.2883387041626508,1.0050877430573657,1.0109680582657845,1.0050877430573657,1.0109680582657845,1.1005684617543343,2.477232536451187,1.6859447003271382,3.0071341666214173,0.1751783444881439,0.1808070921561866,0.0408996306359767,0.0743794962763786
E06,recovery,simple,seed_498,last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,2,3;10;21;22;36;38;68;69;73;93,22;69,32,775,1,1.2,1.0,0.2,0.3333333333333333,0.0,2,0,8,90,2,0.6077777777777778,0.4266666666666666,-1,-1,1.2,1.2,1e-05,0.95,0.9,300,1,1200,1200,0.1,1.2026503739704102,1.2026503739704102,0.975486696773107,1.0373369978306086,0.2271636771973033,0.3273137233958219,0.8221445831279677,0.7997874401098193,0.8221445831279677,0.7997874401098193,1.0711838369681708,1.5634177048745517,1.9833129325790244,2.4143858116025845,0.1039084121584892,0.135207009690975,0.047728806734085,0.0850076377391815
E07,recovery,simple,seed_400,last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,6,12;18;25;31;38;49;52;81;89;97,18;31;38;49;81;97,33,775,2,0.9797958971132712,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8566666666666667,0.7563636363636363,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,1.2807303884882717,1.2807303884882717,1.1863992212059618,1.1121385787010714,0.0943311672823099,0.1799561115054442,1.056650499142993,0.9988748594448612,1.056650499142993,0.9988748594448612,1.1463570822023057,1.121192504469347,3.189363232046677,3.431453282632014,0.1251265881061554,0.1393189780741557,0.0542954057455062,0.0788735002279281
E07,recovery,simple,seed_434,last_flow,recovery,simple,434,434,160,100,10,1.0,0.5,4000,7,8;12;17;39;47;59;66;74;90;98,8;47;59;66;74;90;98,27,625,2,0.9797958971132712,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,0.8477777777777779,0.7621052631578947,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,1.0133975805961053,1.0133975805961053,0.8863209597994068,1.194299863943184,0.1270766207966985,0.1660144093051591,1.139453621421874,1.1780073732806042,1.139453621421874,1.1780073732806042,0.4220649498074545,0.9825766294679672,1.1357438141950469,1.826815506213052,0.1252344354391098,0.1418800985918939,0.0414603129029274,0.0668948590755462
E07,recovery,simple,seed_437,last_flow,recovery,simple,437,437,160,100,10,1.0,0.5,4000,55,7;15;22;28;47;56;59;68;91;94,6;7;8;9;11;13;15;19;21;22;26;28;29;30;35;36;37;40;42;45;47;48;50;51;53;54;56;57;59;61;62;63;65;67;68;69;71;73;76;77;79;80;83;85;88;89;90;91;92;93;94;95;96;97;99,11,275,0,1.2,0.1818181818181818,1.0,0.3076923076923077,0.8181818181818182,10,45,0,45,55,0.9205555555555556,0.5450490050490051,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,0.8761700614027176,0.8761700614027176,0.7020012069877823,1.533245102501925,0.1741688544149352,0.2406870088223126,1.0654240243762274,1.1018636757146756,1.0654240243762274,1.1018636757146756,0.7960074416916569,2.992435512382201,14.99929912880568,15.471228138303175,0.4374687119722366,0.4654435982799531,0.0959641635417938,0.1381279379129409
E07,recovery,simple,seed_451,last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,3,1;19;21;23;46;49;73;75;77;80,1;19;77,27,625,2,0.9797958971132712,1.0,0.3,0.4615384615384615,0.0,3,0,7,90,3,0.7888888888888888,0.5908906428471645,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,0.9744149008653208,0.9744149008653208,0.7691334243970058,1.1369227805584967,0.2052814764683149,0.2563967196863519,1.0501473092919025,1.054664091276789,1.0501473092919025,1.054664091276789,0.9299885976856472,2.133310989725295,1.3874346113518143,2.571622386483267,0.1507231353521347,0.1606034399884939,0.0352755114436149,0.0687777549028396
E07,recovery,simple,seed_498,last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,4,3;10;21;22;36;38;68;69;73;93,21;22;36;69,33,775,2,0.9797958971132712,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.61,0.46,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.0,1.209004229327963,1.209004229327963,0.989265675587782,1.0418583648045383,0.2197385537401811,0.3293263048727367,0.8028424272626229,0.7783431205564572,0.8028424272626229,0.7783431205564572,1.1586267849292713,1.6012929210118485,1.8057167072848976,2.3403184120574907,0.0745298452675342,0.1127727153477002,0.0364836901426315,0.0785926207900047
E08,recovery,simple,seed_400,last_flow,recovery,simple,400,400,160,100,10,1.0,0.5,4000,6,12;18;25;31;38;49;52;81;89;97,18;31;38;49;81;97,33,775,2,0.9797958971132712,1.0,0.6,0.7499999999999999,0.0,6,0,4,90,6,0.8488888888888889,0.7485714285714286,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,1.322640860041442,1.322640860041442,1.231220530930686,1.1219149112700122,0.0914203291107561,0.1819235191518395,1.0750305951136203,1.012026126834299,1.0750305951136203,1.012026126834299,1.1379478586378688,1.0989131636186904,3.2683510915357674,3.478641686044419,0.120756549835205,0.1367517112173699,0.0524068027734756,0.0773380920290947
E08,recovery,simple,seed_434,last_flow,recovery,simple,434,434,160,100,10,1.0,0.5,4000,7,8;12;17;39;47;59;66;74;90;98,8;47;59;66;74;90;98,27,625,2,0.9797958971132712,1.0,0.7,0.8235294117647058,0.0,7,0,3,90,7,0.8411111111111111,0.752,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,1.0115547697498453,1.0115547697498453,0.8521367280369473,1.168075986236022,0.159418041712898,0.1774074226213632,1.1762495382281648,1.207819627960666,1.1762495382281648,1.207819627960666,0.4162210858585731,0.9252691753691172,1.0792376657365992,1.694464629409655,0.1204456492662429,0.1383180322417616,0.0402495414018631,0.0644710436463356
E08,recovery,simple,seed_437,last_flow,recovery,simple,437,437,160,100,10,1.0,0.5,4000,55,7;15;22;28;47;56;59;68;91;94,6;7;8;9;11;13;15;19;21;22;26;28;29;30;35;36;37;40;42;45;47;48;50;51;53;54;56;57;59;61;62;63;65;67;68;69;71;73;76;77;79;80;83;85;88;89;90;91;92;93;94;95;96;97;99,11,275,0,1.2,0.1818181818181818,1.0,0.3076923076923077,0.8181818181818182,10,45,0,45,55,0.9227777777777776,0.5466074466074466,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,0.8532802931338972,0.8532802931338972,0.6772249576970926,1.532373818876882,0.1760553354368046,0.2401751653948945,1.0823232600189143,1.116701240867194,1.0823232600189143,1.116701240867194,0.7444623693017842,2.962597898376376,15.012516887098451,15.43135743414476,0.4330505332946777,0.4637346374487878,0.0974671840667724,0.1400995105504989
E08,recovery,simple,seed_451,last_flow,recovery,simple,451,451,160,100,10,1.0,0.5,4000,3,1;19;21;23;46;49;73;75;77;80,1;19;77,27,625,2,0.9797958971132712,1.0,0.3,0.4615384615384615,0.0,3,0,7,90,3,0.7833333333333333,0.5689315330060011,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,0.9950163332157418,0.9950163332157418,0.7566334880260719,1.1215226830540796,0.2383828451896699,0.2693502497222315,1.094073385672345,1.086103760912466,1.094073385672345,1.086103760912466,0.8840960925397944,1.9938566773874784,1.3372360199762747,2.428264805520115,0.147896811068058,0.1586586051005125,0.0348358228802681,0.0670808032155036
E08,recovery,simple,seed_498,last_flow,recovery,simple,498,498,160,100,10,1.0,0.5,4000,4,3;10;21;22;36;38;68;69;73;93,21;22;36;69,33,775,2,0.9797958971132712,1.0,0.4,0.5714285714285715,0.0,4,0,6,90,4,0.6066666666666666,0.46,-1,-1,1.2,0.8,1e-05,0.95,0.9,300,4,300,300,0.1,1.2482344282730875,1.2482344282730875,0.99216526825049,1.041447833920046,0.2560691600225975,0.3383907458244168,0.828446024022758,0.8474198919715586,0.828446024022758,0.8474198919715586,1.0478863196864094,1.5357432669686557,1.7472309762944782,2.2021632287379047,0.0752705708146095,0.1113021666118328,0.0331926271319389,0.0767345502972602
